id,name,catchment-area,easting,northing,latitude,longitude,river,location,station-level,measuring-authority-id,measuring-authority-station-id,hydrometric-area,opened,closed,station-type,bankfull-flow,structurefull-flow,sensitivity,nrfa-mean-flow,nrfa-peak-flow,feh-pooling,feh-qmed,feh-neither,nhmp,benchmark,live-data,eflag,historic-droughts,marius,outlook-analogues,outlook-esp,factors-affecting-runoff,gdf-start-date,gdf-end-date,gdf-mean-flow,gdf-min-flow,gdf-first-date-of-min,gdf-last-date-of-min,gdf-max-flow,gdf-first-date-of-max,gdf-last-date-of-max,gdf-q95-flow,gdf-q70-flow,gdf-q50-flow,gdf-q10-flow,gdf-q05-flow,gdf-base-flow-index,gdf-day-count,gdf-flow-count,gdf-percent-complete,peak-flow-start-date,peak-flow-end-date,qmed,minimum-altitude,10-percentile-altitude,50-percentile-altitude,90-percentile-altitude,maximum-altitude,saar-1941-1970,saar-1961-1990,lcm2000-woodland,lcm2000-arable-horticultural,lcm2000-grassland,lcm2000-mountain-heath-bog,lcm2000-urban,lcm2007-woodland,lcm2007-arable-horticultural,lcm2007-grassland,lcm2007-mountain-heath-bog,lcm2007-urban,high-perm-bedrock,moderate-perm-bedrock,low-perm-bedrock,mixed-perm-bedrock,high-perm-superficial,low-perm-superficial,mixed-perm-superficial,propwet,bfihost,farl,dpsbar,sprhost,rmed-1d,rmed-2d,rmed-1h,ldp,dplbar,altbar,aspbar,aspvar,ihdtm-height,ihdtm-catchment-area,mean-flood-plain-depth,mean-flood-plain-location,mean-flood-plain-extent,urbext-1990,urbconc-1990,urbloc-1990,urbext-2000,urbconc-2000,urbloc-2000,data-summary
39013,Colne at Berrygrove,352.2,512108,198118,51.67066,-0.38024,Colne,Berrygrove,54.7,EA-HNL,2830TH,39,01/01/1934,,CC,,7.4,28.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,GEI,28/02/1934,30/09/2022,0.835,0,24/05/1965,03/08/1974,27.1,30/10/2000,30/10/2000,0.159,0.384,0.568,1.64,2.446,0.68,32357,32097,99.196,,,,54.4,76.4,109.8,162.1,241.7,690,686,0.1106,0.422,0.2276,,0.2345,0.0999,0.4015,0.2823,0.0034,0.2105,0.7164,,,0.2836,0.2484,0.2594,0.1117,0.29,0.565,0.935,33,35.44,30.8,38.6,10.6,43.83,21.19,114,116,0.14,54.4,349.25,0.558,0.853,0.0898,0.08,0.705,0.855,0.1175,0.882,0.848,gdf;gmf;cmr;cdr;cdr-d
39014,Ver at Hansteads,132,515077,201969,51.70467,-0.33606,Ver,Hansteads,62.3,EA-HNL,2819TH,39,01/01/1956,,CC,,9.8,22.2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,G,01/10/1956,30/09/2022,0.43,0.01,18/08/1976,21/09/1976,2.97,14/02/2001,14/02/2001,0.085,0.252,0.362,0.817,0.995,0.88,24106,24106,100,01/10/1956,,1.22,61.9,92.9,133.6,180.2,241.7,705,699,0.0949,0.5129,0.1993,,0.1874,0.0786,0.5015,0.243,0.0041,0.1718,0.915,,,0.085,0.1702,0.4854,0.0291,0.3,0.677,0.947,38.5,32.02,31.2,38.2,10.5,31.59,18.52,136,123,0.26,61.9,134.54,0.325,0.847,0.0545,0.0713,0.698,0.718,0.1062,0.891,0.685,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
39015,Whitewater at Lodge Farm,44.6,473356,152176,51.26403,-0.95001,Whitewater,Lodge Farm,71.5,EA-T,2442TH,39,01/01/1910,,C IV,,3,16.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,G,01/01/1927,30/09/2016,0.385,0.083,23/08/1949,29/08/1949,1.99,09/02/2014,09/02/2014,0.17,0.267,0.334,0.633,0.775,0.94,32781,32781,100,,,,72.6,93.1,125,177.8,224.5,801,779,0.1212,0.4095,0.3023,0.0009,0.1499,0.1284,0.6145,0.2119,0.0043,0.0407,0.941,,,0.059,0.0131,0.1853,,0.35,0.906,0.999,47.4,8.43,34.2,44.7,11.2,12.52,7.36,131,9,0.31,73.5,46.99,0.256,0.653,0.0447,0.0115,0.481,0.581,0.0395,0.731,0.653,gdf;ndf;gmf;nmf;cmr;cdr;cdr-d
39016,Kennet at Theale,1033.4,464959,170828,51.43274,-1.06695,Kennet,Theale,43.4,EA-T,2290TH,39,01/01/1961,30/09/2019,C,,,6.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,RGI,01/10/1961,30/09/2019,9.718,0.925,21/08/1976,21/08/1976,48.86,08/02/2014,08/02/2014,3.8,5.78,7.93,17.3,21.5,0.88,21184,21184,100,01/09/1961,,38.197,44.6,91.3,153.5,205.2,295.7,769,758,0.1495,0.4521,0.315,0.0012,0.0504,0.12,0.544,0.2944,0.0051,0.0337,0.7153,0.0227,,0.2621,0.119,0.1805,0.0445,0.31,0.766,0.965,54.9,18.72,32.9,42.3,10.5,90.53,46.99,151,99,0.13,44.6,1037.39,0.651,0.81,0.0783,0.0138,0.61,0.815,0.017,0.774,0.671,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
39017,Ray at Grendon Underwood,18.8,468052,221115,51.88445,-1.01269,Ray,Grendon Underwood,65.7,EA-T,1471TH,39,01/01/1962,,FV,,6.6,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,N,01/10/1962,30/09/2022,0.098,0,08/06/1963,30/09/2022,5.802,03/06/2008,03/06/2008,0,0.003,0.013,0.238,0.483,0.17,21915,20818,94.994,,,,65.6,72.1,84.7,115.7,186.9,650,622,0.1705,0.3743,0.4072,,0.0456,0.1617,0.2959,0.4763,0.0498,0.0138,,0.0644,0.9356,,,,,0.32,0.238,0.982,28,51.65,32.5,39.1,10.1,8.76,4.55,89,246,0.25,65.6,21.15,0.923,0.848,0.1584,0.006,0.354,1.227,0.0037,,,gdf;gmf;cmr;cdr;cdr-d
39018,Ock at Abingdon,234.1,448600,196900,51.66878,-1.29866,Ock,Abingdon,51.3,EA-T,,39,01/10/1962,1979,CC,,12,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,EI,,,,,,,,,,,,,,,,,,,01/06/1962,01/10/1979,10.1,49.7,60.5,80.3,123.8,260,646,637,0.0778,0.5211,0.3255,,0.0653,0.0451,0.5829,0.3313,0.0036,0.036,0.1011,0.3302,0.2888,0.2798,0.1427,,0.0954,0.31,0.635,0.986,23.5,29.08,32.1,39.5,9.7,34.68,16.91,87,67,0.2,49.7,248.22,1.157,0.862,0.2001,0.0192,0.625,0.919,0.0196,0.761,0.854,cmr;cdr;cdr-d;pot-flow;gauging-stage;gauging-flow;amax-flow
39019,Lambourn at Shaw,234.1,447033,168219,51.41105,-1.32514,Lambourn,Shaw,75.6,EA-T,2269TH,39,01/01/1962,,C,,17,13.8,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,RG,01/10/1962,01/11/2019,1.743,0.411,22/08/1976,22/08/1976,9.529,15/02/2014,15/02/2014,0.77,1.132,1.46,2.927,3.46,0.97,20851,20851,100,01/10/1962,,3.545,72.4,118.3,165.7,207,260.3,737,736,0.1026,0.5372,0.3027,0.001,0.024,0.0689,0.6563,0.2606,0.0017,0.0122,0.9733,,,0.0267,0.0153,0.3051,0.064,0.32,0.839,0.979,59.2,16.08,34.3,43.5,10.3,34.52,19.66,163,134,0.22,72.5,235.43,0.231,0.881,0.034,0.005,0.486,0.647,0.0051,0.669,0.54,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
39020,Coln at Bibury,106.7,412147,206228,51.75461,-1.82543,Coln,Bibury,100.6,EA-T,0660TH,39,01/01/1963,,C,,,20.8,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,GE,01/10/1963,30/09/2022,1.385,0.143,31/08/2022,31/08/2022,7.25,17/02/2014,17/02/2014,0.378,0.668,1.08,2.76,3.34,0.92,21550,21550,100,01/10/1963,,3.61,99.3,142.8,194.2,260.3,330.2,818,821,0.1621,0.4076,0.3975,,0.0288,0.111,0.4663,0.4103,0.0048,0.0073,0.876,,0.124,,,,,0.33,0.858,0.968,76.8,12.17,35.3,45,10.6,35.78,19.77,197,148,0.18,99.3,107.3,0.259,0.8,0.0291,0.01,0.4,1.021,0.0065,0.499,0.965,gdf;gmf;cmr;cdr;cdr-d;gauging-stage;gauging-flow;amax-stage;amax-flow
39021,Cherwell at Enslow Mill,551.7,448207,218315,51.86134,-1.30137,Cherwell,Enslow Mill,65,EA-T,1460TH,39,01/01/1965,,CC+CB,,74,10.9,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,PE,06/01/1965,30/09/2022,3.901,0.078,27/08/1976,27/08/1976,71.8,10/04/1998,10/04/1998,0.673,1.39,2.47,9,12.6,0.66,21087,21087,100,01/01/1965,,19.3,64.2,94.7,131.8,174,238.2,701,664,0.0919,0.5033,0.3339,,0.0642,0.0299,0.5547,0.3725,0.0016,0.0392,,0.1861,0.8139,,0.0003,,0.0791,0.3,0.59,0.976,46.7,31.41,33,41,10.9,67.22,39.37,133,137,0.12,64.2,555.45,0.821,0.934,0.0942,0.0235,0.674,0.915,0.0244,0.795,0.938,gdf;gmf;cmr;cdr;cdr-d;pot-flow;gauging-stage;gauging-flow;amax-flow
39022,Loddon at Sheepbridge,164.5,472011,165260,51.38183,-0.96665,Loddon,Sheepbridge,42.4,EA-T,2420TH,39,01/01/1965,,C,,50,11.8,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,GEI,01/10/1965,30/09/2022,2.262,0.523,26/08/1976,26/08/1976,26.7,21/07/2007,21/07/2007,0.979,1.355,1.74,3.84,5.35,0.77,20819,20818,99.995,01/10/1965,,16.4,42.6,58.1,86.4,140.7,228.2,757,735,0.1471,0.3877,0.2859,,0.1654,0.1471,0.4554,0.2343,0.0041,0.1576,0.4281,,,0.5719,0.0168,0.0299,0.0489,0.33,0.594,0.947,32.8,26.4,32.4,41.1,11.1,31.6,19.72,94,32,0.28,42.6,176.77,0.696,0.807,0.1015,0.0453,0.612,1.186,0.0872,0.833,1.203,gdf;gmf;cmr;cdr;cdr-d;pot-flow;amax-flow
39023,Wye at Bourne End Hedsor,137.3,489597,186679,51.57187,-0.70859,Wye,Bourne End Hedsor,26.8,EA-T,2590TH,39,01/01/1964,,C,,12,13.8,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,GI,28/11/1964,30/09/2022,0.984,0.141,23/05/2013,23/05/2013,3.35,12/02/2001,12/02/2001,0.486,0.744,0.928,1.49,1.66,0.93,21126,21125,99.995,01/11/1964,,2.71,24.8,88.4,153.1,209,251.5,781,755,0.1934,0.2358,0.3592,0.0002,0.2046,0.1909,0.2692,0.3531,0.0026,0.1834,0.9996,,,0.0004,0.0349,0.3974,0.0442,0.3,0.797,0.984,87.9,19.59,34.6,44.1,11.8,27.05,17.06,149,129,0.18,24.8,134.18,0.248,0.739,0.0349,0.0701,0.655,0.75,0.1127,0.817,0.744,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
39024,Gatwick Stream at Gatwick,31.1,528800,140200,51.14658,-0.16001,Gatwick Stream,Gatwick,57.6,EA-KSL,,39,01/01/1952,31/12/1977,VA,,,27.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,E,01/10/1952,31/12/1977,0.454,0.009,30/05/1976,30/05/1976,13,15/09/1968,15/09/1968,0.105,0.218,0.302,0.878,1.33,0.56,9223,9223,100,,,,58.4,70.4,104.5,140,172.4,850,835,0.437,0.0975,0.1625,0.0032,0.2921,0.4388,0.0741,0.2022,0.0063,0.274,,0.9125,0.0875,,0.1365,,,0.36,0.613,0.944,50.6,33.84,36.7,49,11.9,13.81,7.78,105,342,0.28,58.5,30.62,0.698,0.732,0.0836,0.0759,0.757,0.659,0.1588,0.886,0.665,gdf;gmf;cmr;cdr;cdr-d
39025,Enborne at Brimpton,147.6,456783,164772,51.37917,-1.18551,Enborne,Brimpton,59.4,EA-T,2279TH,39,01/01/1966,,CC,,32,15.8,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,GI,01/10/1967,20/09/2022,1.33,0.017,25/08/1976,25/08/1976,26.5,24/12/1999,24/12/1999,0.167,0.384,0.731,2.958,4.62,0.53,20079,20058,99.895,01/10/1967,,16.8,60.6,83.5,113.5,164.1,295.7,794,789,0.2406,0.2896,0.3785,0.0018,0.0656,0.2258,0.3915,0.3348,0.0071,0.0395,0.1146,0.0549,,0.8305,0.2367,0,,0.32,0.5,0.978,53.6,32.78,33.2,43.5,11.2,28.02,14.75,120,38,0.28,60.6,142.01,0.728,0.791,0.0753,0.0094,0.455,0.912,0.0199,0.722,0.93,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
39026,Cherwell at Banbury,199.4,445832,241068,52.0661,-1.33283,Cherwell,Banbury,88.7,EA-T,1420TH,39,01/01/1966,,CC,,50,12,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,P,01/12/1966,30/09/2022,1.163,0.001,24/11/1975,02/08/1976,49,21/07/2007,21/07/2007,0.021,0.163,0.426,2.93,4.78,0.4,20393,19888,97.524,01/12/1966,,16.731,90.1,107.2,140.4,170.8,224.3,700,664,0.0791,0.5058,0.3568,,0.0503,0.0246,0.5599,0.3852,0.0016,0.0254,,0.0793,0.9207,,0.0008,,0.114,0.3,0.415,0.951,42.4,42.46,33.7,41.9,11.4,32.18,16.79,139,156,0.11,90.1,207.23,0.836,0.866,0.1056,0.0164,0.612,0.71,0.0208,0.789,0.603,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
39027,Pang at Pangbourne,170.9,463450,176580,51.48462,-1.08762,Pang,Pangbourne,39.6,EA-T,2190TH,39,01/01/1968,,C,,16,17.4,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,RGI,14/11/1968,30/09/2022,0.654,0.074,24/08/1976,24/08/1976,8.04,13/12/2000,14/12/2000,0.199,0.378,0.536,1.18,1.5,0.87,19679,19679,100,01/11/1968,,2.205,39.6,71.7,118.6,174,238,702,694,0.175,0.4554,0.282,0.005,0.0444,0.1718,0.517,0.2805,0.0072,0.0229,0.7589,,,0.2411,0.1685,0.1504,0.0205,0.31,0.72,0.996,52.7,22.04,31.9,40.6,10.9,41.14,20.73,121,117,0.2,39.6,175.68,0.439,0.745,0.0629,0.0046,,,0.0118,0.684,0.679,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
39028,Dun at Hungerford,101.3,432130,168520,51.41479,-1.53938,Dun,Hungerford,99,EA-T,2239TH,39,01/01/1968,,C,,12,26.3,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,GN,01/04/1968,30/09/2022,0.683,0.188,11/08/1976,20/09/1976,3.26,01/01/2003,01/01/2003,0.265,0.407,0.533,1.28,1.52,0.95,19906,19906,100,01/04/1968,,2.165,99.5,130.8,156.2,185.3,276.6,791,786,0.2489,0.4887,0.2188,,0.0261,0.2224,0.5612,0.2073,0.0006,0.0078,0.8171,0.0842,,0.0987,0.0457,0.3278,0.0009,0.31,0.768,0.988,46.3,21.3,32.7,42,10.4,18.55,10.02,157,59,0.17,99.6,100.09,0.274,1.008,0.0498,0.0124,0.529,1.101,0.0041,,,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
39029,Tilling Bourne at Shalford,59,499998,147828,51.2209,-0.56949,Tilling Bourne,Shalford,31.7,EA-T,3079TH,39,01/01/1968,,C,,,13.9,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,GIN,09/05/1968,30/09/2022,0.54,0.216,05/08/1992,05/08/1992,4.16,10/10/1987,10/10/1987,0.317,0.424,0.489,0.762,0.941,0.88,19868,19868,100,01/05/1968,,1.974,32.9,67.5,125.9,208.6,291.4,824,810,0.4917,0.1773,0.2296,0.0011,0.098,0.4507,0.1309,0.3685,0.0075,0.0412,0.9039,,,0.0961,0.0095,0.0041,,0.36,0.885,0.879,93.4,14.87,35.1,46.7,11.7,21.12,11.66,133,311,0.19,33,58.77,0.291,0.664,0.0289,0.0081,0.313,0.706,0.022,0.635,0.777,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
39030,Gade at Croxley Green,184,508243,195241,51.64556,-0.437,Gade,Croxley Green,49.7,EA-HNL,2849TH,39,01/01/1970,,CC,,14.8,26.8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,GI,01/10/1970,30/09/2022,0.906,0.049,03/09/1976,03/09/1976,4.53,12/02/2001,12/02/2001,0.318,0.62,0.828,1.52,1.77,0.87,18993,18993,100,,,,48.8,85.3,136.8,179.1,247.4,720,718,0.1709,0.3634,0.2498,,0.2145,0.1564,0.3067,0.3572,0.0028,0.1752,0.9639,,,0.0361,0.1897,0.3704,0.0522,0.29,0.73,0.985,54.2,26.4,32.5,40,10.8,33.19,18.7,136,133,0.2,48.8,182.35,0.431,0.848,0.0561,0.0659,0.663,0.767,0.1037,0.854,0.769,gdf;gmf;cmr;cdr;cdr-d
39031,Lambourn at Welford,176,441106,173066,51.45509,-1.40979,Lambourn,Welford,95.7,EA-T,2255TH,39,01/01/1962,,CC,,,14.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,G,01/10/1962,30/09/2022,1.023,0.188,24/08/1976,24/08/1976,5.68,20/07/2007,20/07/2007,0.379,0.603,0.838,1.84,2.265,0.98,21915,13911,63.477,,,,94.7,136.7,176.5,213.3,260.3,748,745,0.0876,0.5173,0.3392,,0.0195,0.0534,0.6601,0.2743,0.0018,0.0103,0.9987,,,0.0013,0.0049,0.2057,0.0749,0.32,0.88,0.989,66,12.88,34.5,43.5,10.3,24.27,13.51,176,127,0.21,94.8,158.86,0.2,0.903,0.0312,0.0039,,,0.0035,,,gdf;gmf;cmr;cdr;cdr-d
39032,Lambourn at East Shefford,154,439000,174500,51.46813,-1.43994,Lambourn,East Shefford,101.9,EA-T,,39,01/01/1966,09/11/2006,CC,,11.5,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,G,01/06/1966,09/11/2006,0.724,0,25/08/1976,25/08/1976,3.808,20/01/2003,20/01/2003,0.126,0.285,0.538,1.54,1.84,0.98,14772,7707,52.173,,,,102.4,141.2,179.7,214.6,260.3,750,746,0.0835,0.5072,0.3517,,0.0197,0.0509,0.6521,0.2852,0.0012,0.0106,1,,,,,0.1711,0.0755,0.32,0.896,0.988,67.5,11.56,34.5,43.4,10.3,21.2,11.37,178,129,0.2,102.4,145.06,0.185,0.941,0.0294,0.0039,,,0.0034,,,gdf;gmf;cmr;cdr;cdr-d
39033,Winterbourne Stream at Bagnor,49.2,445266,169473,51.42247,-1.35038,Winterbourne Stream,Bagnor,80.5,EA-T,2264TH,39,01/01/1962,,C,,0.9,36.7,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RG,01/11/1962,30/09/2022,0.177,0.008,01/11/1969,03/11/1969,1.42,20/07/2007,20/07/2007,0.052,0.097,0.135,0.332,0.418,0.96,21884,21884,100,01/11/1962,,0.401,79.8,111,147.9,187.5,226.4,715,717,0.1205,0.6674,0.1718,0.0007,0.0182,0.08,0.724,0.1891,0.0016,0.0054,0.9175,,,0.0825,0.0047,0.5697,,0.32,0.766,1,45.5,22.35,34,43.2,10.4,18.21,10.43,148,163,0.3,79.8,45.31,0.2,0.802,0.0325,0.0018,,,0.0011,,,gdf;gmf;cmr;cdr;cdr-d;gauging-stage;gauging-flow;amax-stage;amax-flow
39034,Evenlode at Cassington Mill,430,444816,209933,51.78627,-1.35169,Evenlode,Cassington Mill,60.2,EA-T,1290TH,39,01/01/1969,,CC+CB,,59.8,11.9,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,EI,01/10/1970,30/09/2022,3.854,0.119,25/08/1976,25/08/1976,51.4,21/07/2007,21/07/2007,0.635,1.35,2.5,8.99,12.14,0.71,18993,18993,100,01/10/1970,,20.6,60.2,99.6,135.7,195.7,266.5,730,691,0.1416,0.4852,0.3143,,0.0493,0.0896,0.5554,0.3281,0.0028,0.0222,0.0799,0.4567,0.4634,,0.0347,,0.1121,0.32,0.699,0.965,46.5,24.1,33.1,41.7,10.2,62.55,35.13,142,131,0.17,60.2,427.14,0.541,0.996,0.0682,0.0181,0.589,0.998,0.0141,0.736,0.988,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
39035,Churn at Cerney Wick,124.3,407574,196292,51.66536,-1.89189,Churn,Cerney Wick,82.2,EA-T,0290TH,39,01/01/1969,,CC,,15.9,90,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,GEI,01/10/1969,30/09/2022,0.898,0,23/10/1972,01/11/2011,4.596,11/02/1990,11/02/1990,0.015,0.227,0.583,2.26,2.76,0.84,19358,19358,100,01/10/1969,,3.375,84,109.7,194.3,257.4,295.1,860,833,0.1776,0.3538,0.3813,,0.072,0.1286,0.4184,0.3984,0.0052,0.0419,0.9085,,0.0915,,0.0033,,0.047,0.32,0.825,0.89,73.6,14.6,34.6,45.4,10.4,34.86,20.69,189,148,0.25,84.1,126.74,0.517,0.483,0.0624,0.0197,0.618,0.633,0.024,0.788,0.609,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
39036,Law Brook at Albury,16,504543,146821,51.21104,-0.50473,Law Brook,Albury,56.7,EA-T,3074TH,39,01/01/1968,,TP,,0.9,20,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,G,01/10/1968,30/09/2022,0.106,0.039,23/06/1996,24/06/1996,0.648,06/11/2000,06/11/2000,0.07,0.09,0.102,0.138,0.157,0.93,19723,19456,98.646,01/10/1968,,0.46,58.4,88.3,130,207.2,255.2,835,819,0.5365,0.1482,0.24,0.0025,0.0729,0.4772,0.1372,0.3587,0.0018,0.0252,1,,,,,,,0.36,0.888,0.96,85.7,15.07,35.3,47.5,11.9,9.01,4.92,139,335,0.33,69.1,16.06,0.163,0.594,0.0173,0.001,,,0.0084,0.605,1.158,gdf;gmf;cmr;cdr;cdr-d;pot-stage;pot-flow;gauging-stage;gauging-flow;amax-stage;amax-flow
39037,Kennet at Marlborough,142,418705,168631,51.41639,-1.73241,Kennet,Marlborough,126.5,EA-T,2210TH,39,01/01/1972,,C B,,36.3,54.2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,G,01/02/1972,30/09/2022,0.899,0.002,15/08/1976,25/11/1976,10.1,02/01/2003,02/01/2003,0.083,0.301,0.561,2.17,2.8,0.94,18505,18505,100,01/02/1972,,3.075,125,157.7,182.3,222.3,293.7,817,772,0.0678,0.5585,0.3189,,0.0192,0.0395,0.6636,0.2845,0.0025,0.0099,0.9997,,,0.0003,0.074,0.1157,,0.34,0.959,1,51.3,5.06,31.7,41.1,10.2,28.52,15.19,187,96,0.07,125,136.43,0.459,1.092,0.0763,0.0108,0.469,0.781,0.0064,0.672,0.54,gdf;gmf;cmr;cdr;cdr-d;gauging-stage;gauging-flow;amax-stage;amax-flow
39038,Thame at Shabbington,443,467000,205500,51.7442,-1.03098,Thame,Shabbington,58.1,EA-T,1970TH,39,01/01/1968,30/04/1994,B,,17,17.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,GE,01/10/1968,28/04/1994,2.786,0.119,26/08/1976,26/08/1976,27.6,04/02/1990,04/02/1990,0.454,0.885,1.48,6.35,9.75,0.53,9341,8941,95.718,,,,59.1,72.7,90.3,143.3,268.3,663,647,0.081,0.3758,0.4504,0,0.0894,0.0488,0.4005,0.4724,0.0023,0.0728,0.1788,0.1999,0.2929,0.3284,0.0241,0.0028,0.0497,0.31,0.499,0.982,35,37.23,31.6,38.9,10.1,51.69,25.69,101,315,0.15,59.1,438.77,1.106,0.937,0.1598,0.0238,0.636,1.064,0.0411,0.83,1.096,gdf;gmf;cmr;cdr;cdr-d
39039,Wye at High Wycombe,67.7,485290,193680,51.63547,-0.76902,Wye,High Wycombe,76.9,EA-T,2550TH,39,01/01/1968,,TP,,1.1,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,GI,01/07/1997,30/09/2022,0.252,0,01/07/1997,13/11/2006,1.213,09/03/2020,09/03/2020,0.002,0.111,0.197,0.547,0.693,0.94,9223,9200,99.751,,,,76,113.4,164.3,216.4,251.5,801,760,0.1851,0.3073,0.3959,,0.1076,0.2167,0.3417,0.3478,0.0032,0.0897,0.9991,,,0.0009,0.0227,0.3941,0.0193,0.3,0.824,0.968,91.5,18.07,33.9,43.7,11.7,13.97,7.73,164,104,0.21,76.2,67.73,0.163,0.706,0.0255,0.0347,0.618,0.688,0.0525,0.769,0.674,gdf;gmf;cmr;cdr;cdr-d
39040,Thames at West Mill Cricklade,185,409401,194229,51.64678,-1.86553,Thames,West Mill Cricklade,78.5,EA-T,0190TH,39,01/01/1972,,CC,,20.3,28.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PGEI,01/07/1972,30/09/2022,1.378,0.011,28/08/1976,30/08/1995,10.4,28/12/1979,28/12/1979,0.071,0.253,0.753,3.57,4.68,0.71,18354,18333,99.886,,,,79.4,89.5,107.6,161,217.2,812,773,0.1152,0.4204,0.3889,,0.0361,0.0831,0.4844,0.3628,0.0101,0.0218,0.6241,,0.3759,,0.1193,,0.0793,0.33,0.644,0.886,20.3,26.72,33,41.6,10.1,31.21,16.63,116,128,0.29,79.4,187.46,5.587,0.694,0.308,0.0088,0.577,0.851,0.0079,0.687,0.851,gdf;gmf;cmr;cdr;cdr-d
