Month,Year,NAO,AMO,Flash Flood?
7,1982,1.15,-0.16,0
7,1982,1.15,-0.16,0
7,1982,1.15,-0.16,0
7,1982,1.15,-0.16,0
7,1982,1.15,-0.16,0
7,1982,1.15,-0.16,0
7,1982,1.15,-0.16,0
7,1982,1.15,-0.16,0
7,1982,1.15,-0.16,0
8,1982,0.26,-0.16,0
8,1982,0.26,-0.16,0
8,1982,0.26,-0.16,0
8,1982,0.26,-0.16,0
8,1982,0.26,-0.16,0
8,1982,0.26,-0.16,0
8,1982,0.26,-0.16,0
8,1982,0.26,-0.16,0
8,1982,0.26,-0.16,0
8,1982,0.26,-0.16,0
8,1982,0.26,-0.16,0
8,1982,0.26,-0.16,0
8,1982,0.26,-0.16,0
8,1982,0.26,-0.16,0
8,1982,0.26,-0.16,0
8,1982,0.26,-0.16,0
8,1982,0.26,-0.16,0
8,1982,0.26,-0.16,0
8,1982,0.26,-0.16,0
8,1982,0.26,-0.16,0
8,1982,0.26,-0.16,0
8,1982,0.26,-0.16,0
8,1982,0.26,-0.16,0
8,1982,0.26,-0.16,0
8,1982,0.26,-0.16,0
8,1982,0.26,-0.16,0
8,1982,0.26,-0.16,0
8,1982,0.26,-0.16,0
8,1982,0.26,-0.16,0
8,1982,0.26,-0.16,0
9,1982,1.76,-0.16,0
9,1982,1.76,-0.16,0
9,1982,1.76,-0.16,0
9,1982,1.76,-0.16,0
9,1982,1.76,-0.16,0
9,1982,1.76,-0.16,0
9,1982,1.76,-0.16,0
9,1982,1.76,-0.16,0
9,1982,1.76,-0.16,0
9,1982,1.76,-0.16,0
9,1982,1.76,-0.16,0
9,1982,1.76,-0.16,0
9,1982,1.76,-0.16,0
9,1982,1.76,-0.16,0
9,1982,1.76,-0.16,0
9,1982,1.76,-0.16,0
9,1982,1.76,-0.16,0
9,1982,1.76,-0.16,0
9,1982,1.76,-0.16,0
9,1982,1.76,-0.16,0
9,1982,1.76,-0.16,0
9,1982,1.76,-0.16,0
9,1982,1.76,-0.16,0
9,1982,1.76,-0.16,0
9,1982,1.76,-0.16,0
9,1982,1.76,-0.16,0
9,1982,1.76,-0.16,0
10,1982,-0.74,-0.16,0
10,1982,-0.74,-0.16,0
10,1982,-0.74,-0.16,0
10,1982,-0.74,-0.16,0
10,1982,-0.74,-0.16,0
10,1982,-0.74,-0.16,0
10,1982,-0.74,-0.16,0
10,1982,-0.74,-0.16,0
10,1982,-0.74,-0.16,0
10,1982,-0.74,-0.16,0
10,1982,-0.74,-0.16,0
10,1982,-0.74,-0.16,0
10,1982,-0.74,-0.16,0
10,1982,-0.74,-0.16,0
10,1982,-0.74,-0.16,0
10,1982,-0.74,-0.16,0
10,1982,-0.74,-0.16,0
10,1982,-0.74,-0.16,0
10,1982,-0.74,-0.16,0
10,1982,-0.74,-0.16,0
10,1982,-0.74,-0.16,0
10,1982,-0.74,-0.16,0
10,1982,-0.74,-0.16,0
10,1982,-0.74,-0.16,0
10,1982,-0.74,-0.16,0
10,1982,-0.74,-0.16,0
10,1982,-0.74,-0.16,0
10,1982,-0.74,-0.16,0
10,1982,-0.74,-0.16,0
10,1982,-0.74,-0.16,0
10,1982,-0.74,-0.16,0
11,1982,1.6,-0.16,0
11,1982,1.6,-0.16,0
11,1982,1.6,-0.16,0
11,1982,1.6,-0.16,0
11,1982,1.6,-0.16,0
11,1982,1.6,-0.16,0
11,1982,1.6,-0.16,0
11,1982,1.6,-0.16,0
11,1982,1.6,-0.16,0
11,1982,1.6,-0.16,0
11,1982,1.6,-0.16,0
11,1982,1.6,-0.16,0
11,1982,1.6,-0.16,0
11,1982,1.6,-0.16,0
11,1982,1.6,-0.16,0
11,1982,1.6,-0.16,0
11,1982,1.6,-0.16,0
11,1982,1.6,-0.16,0
11,1982,1.6,-0.16,0
11,1982,1.6,-0.16,0
11,1982,1.6,-0.16,0
11,1982,1.6,-0.16,0
11,1982,1.6,-0.16,0
11,1982,1.6,-0.16,0
11,1982,1.6,-0.16,0
11,1982,1.6,-0.16,0
11,1982,1.6,-0.16,0
11,1982,1.6,-0.16,0
11,1982,1.6,-0.16,0
11,1982,1.6,-0.16,0
12,1982,1.78,-0.16,0
12,1982,1.78,-0.16,0
12,1982,1.78,-0.16,0
12,1982,1.78,-0.16,0
12,1982,1.78,-0.16,0
12,1982,1.78,-0.16,0
12,1982,1.78,-0.16,0
12,1982,1.78,-0.16,0
12,1982,1.78,-0.16,0
12,1982,1.78,-0.16,0
12,1982,1.78,-0.16,0
12,1982,1.78,-0.16,0
12,1982,1.78,-0.16,0
12,1982,1.78,-0.16,0
12,1982,1.78,-0.16,0
12,1982,1.78,-0.16,0
12,1982,1.78,-0.16,0
12,1982,1.78,-0.16,0
12,1982,1.78,-0.16,0
12,1982,1.78,-0.16,0
12,1982,1.78,-0.16,0
12,1982,1.78,-0.16,0
12,1982,1.78,-0.16,0
12,1982,1.78,-0.16,0
12,1982,1.78,-0.16,0
12,1982,1.78,-0.16,0
12,1982,1.78,-0.16,0
12,1982,1.78,-0.16,0
12,1982,1.78,-0.16,0
12,1982,1.78,-0.16,0
12,1982,1.78,-0.16,0
1,1983,1.59,-0.16,0
1,1983,1.59,-0.16,0
1,1983,1.59,-0.16,0
1,1983,1.59,-0.16,0
1,1983,1.59,-0.16,0
1,1983,1.59,-0.16,0
1,1983,1.59,-0.16,0
1,1983,1.59,-0.16,0
1,1983,1.59,-0.16,0
1,1983,1.59,-0.16,0
1,1983,1.59,-0.16,0
1,1983,1.59,-0.16,0
1,1983,1.59,-0.16,0
1,1983,1.59,-0.16,0
1,1983,1.59,-0.16,0
1,1983,1.59,-0.16,0
1,1983,1.59,-0.16,0
1,1983,1.59,-0.16,0
1,1983,1.59,-0.16,0
1,1983,1.59,-0.16,0
1,1983,1.59,-0.16,0
1,1983,1.59,-0.16,0
1,1983,1.59,-0.16,0
1,1983,1.59,-0.16,0
1,1983,1.59,-0.16,0
1,1983,1.59,-0.16,0
1,1983,1.59,-0.16,0
1,1983,1.59,-0.16,0
1,1983,1.59,-0.16,0
1,1983,1.59,-0.16,0
1,1983,1.59,-0.16,0
2,1983,-0.53,-0.16,0
2,1983,-0.53,-0.16,0
2,1983,-0.53,-0.16,0
2,1983,-0.53,-0.16,0
2,1983,-0.53,-0.16,0
2,1983,-0.53,-0.16,0
2,1983,-0.53,-0.16,0
2,1983,-0.53,-0.16,0
2,1983,-0.53,-0.16,0
2,1983,-0.53,-0.16,0
2,1983,-0.53,-0.16,0
2,1983,-0.53,-0.16,0
2,1983,-0.53,-0.16,0
2,1983,-0.53,-0.16,0
2,1983,-0.53,-0.16,0
2,1983,-0.53,-0.16,0
2,1983,-0.53,-0.16,0
2,1983,-0.53,-0.16,0
2,1983,-0.53,-0.16,0
2,1983,-0.53,-0.16,0
2,1983,-0.53,-0.16,0
2,1983,-0.53,-0.16,0
2,1983,-0.53,-0.16,0
2,1983,-0.53,-0.16,0
2,1983,-0.53,-0.16,0
2,1983,-0.53,-0.16,0
2,1983,-0.53,-0.16,0
2,1983,-0.53,-0.16,0
3,1983,0.95,-0.16,0
3,1983,0.95,-0.16,0
3,1983,0.95,-0.16,0
3,1983,0.95,-0.16,0
3,1983,0.95,-0.16,0
3,1983,0.95,-0.16,0
3,1983,0.95,-0.16,0
3,1983,0.95,-0.16,0
3,1983,0.95,-0.16,0
3,1983,0.95,-0.16,0
3,1983,0.95,-0.16,0
3,1983,0.95,-0.16,0
3,1983,0.95,-0.16,0
3,1983,0.95,-0.16,0
3,1983,0.95,-0.16,0
3,1983,0.95,-0.16,0
3,1983,0.95,-0.16,0
3,1983,0.95,-0.16,0
3,1983,0.95,-0.16,0
3,1983,0.95,-0.16,0
3,1983,0.95,-0.16,0
3,1983,0.95,-0.16,0
3,1983,0.95,-0.16,0
3,1983,0.95,-0.16,0
3,1983,0.95,-0.16,0
3,1983,0.95,-0.16,0
3,1983,0.95,-0.16,0
3,1983,0.95,-0.16,0
3,1983,0.95,-0.16,0
3,1983,0.95,-0.16,0
3,1983,0.95,-0.16,0
4,1983,-0.85,-0.16,0
4,1983,-0.85,-0.16,0
4,1983,-0.85,-0.16,0
4,1983,-0.85,-0.16,0
4,1983,-0.85,-0.16,0
4,1983,-0.85,-0.16,0
4,1983,-0.85,-0.16,0
4,1983,-0.85,-0.16,0
4,1983,-0.85,-0.16,0
4,1983,-0.85,-0.16,0
4,1983,-0.85,-0.16,0
4,1983,-0.85,-0.16,0
4,1983,-0.85,-0.16,0
4,1983,-0.85,-0.16,0
4,1983,-0.85,-0.16,0
4,1983,-0.85,-0.16,0
4,1983,-0.85,-0.16,0
4,1983,-0.85,-0.16,0
4,1983,-0.85,-0.16,0
4,1983,-0.85,-0.16,0
4,1983,-0.85,-0.16,0
4,1983,-0.85,-0.16,0
4,1983,-0.85,-0.16,0
4,1983,-0.85,-0.16,0
4,1983,-0.85,-0.16,0
4,1983,-0.85,-0.16,0
4,1983,-0.85,-0.16,0
4,1983,-0.85,-0.16,0
4,1983,-0.85,-0.16,0
4,1983,-0.85,-0.16,0
5,1983,-0.07,-0.16,0
5,1983,-0.07,-0.16,0
5,1983,-0.07,-0.16,0
5,1983,-0.07,-0.16,0
5,1983,-0.07,-0.16,0
5,1983,-0.07,-0.16,0
5,1983,-0.07,-0.16,0
5,1983,-0.07,-0.16,0
5,1983,-0.07,-0.16,0
5,1983,-0.07,-0.16,0
5,1983,-0.07,-0.16,0
5,1983,-0.07,-0.16,0
5,1983,-0.07,-0.16,0
5,1983,-0.07,-0.16,0
5,1983,-0.07,-0.16,0
5,1983,-0.07,-0.16,0
5,1983,-0.07,-0.16,0
5,1983,-0.07,-0.16,0
5,1983,-0.07,-0.16,0
5,1983,-0.07,-0.16,0
5,1983,-0.07,-0.16,0
5,1983,-0.07,-0.16,0
5,1983,-0.07,-0.16,0
5,1983,-0.07,-0.16,0
5,1983,-0.07,-0.16,0
5,1983,-0.07,-0.16,0
5,1983,-0.07,-0.16,0
5,1983,-0.07,-0.16,0
5,1983,-0.07,-0.16,0
5,1983,-0.07,-0.16,0
5,1983,-0.07,-0.16,0
6,1983,0.99,-0.16,0
6,1983,0.99,-0.16,0
6,1983,0.99,-0.16,0
6,1983,0.99,-0.16,0
6,1983,0.99,-0.16,0
6,1983,0.99,-0.16,0
6,1983,0.99,-0.16,0
6,1983,0.99,-0.16,0
6,1983,0.99,-0.16,0
6,1983,0.99,-0.16,0
6,1983,0.99,-0.16,0
6,1983,0.99,-0.16,0
6,1983,0.99,-0.16,0
6,1983,0.99,-0.16,0
6,1983,0.99,-0.16,0
6,1983,0.99,-0.16,0
6,1983,0.99,-0.16,0
6,1983,0.99,-0.16,0
6,1983,0.99,-0.16,0
6,1983,0.99,-0.16,0
6,1983,0.99,-0.16,0
6,1983,0.99,-0.16,0
6,1983,0.99,-0.16,0
6,1983,0.99,-0.16,0
6,1983,0.99,-0.16,0
6,1983,0.99,-0.16,0
6,1983,0.99,-0.16,0
6,1983,0.99,-0.16,0
6,1983,0.99,-0.16,0
7,1983,1.19,-0.16,0
7,1983,1.19,-0.16,0
7,1983,1.19,-0.16,0
7,1983,1.19,-0.16,0
7,1983,1.19,-0.16,0
7,1983,1.19,-0.16,0
7,1983,1.19,-0.16,0
7,1983,1.19,-0.16,0
7,1983,1.19,-0.16,0
7,1983,1.19,-0.16,0
7,1983,1.19,-0.16,0
7,1983,1.19,-0.16,0
7,1983,1.19,-0.16,0
7,1983,1.19,-0.16,0
7,1983,1.19,-0.16,0
7,1983,1.19,-0.16,0
7,1983,1.19,-0.16,0
7,1983,1.19,-0.16,0
7,1983,1.19,-0.16,0
7,1983,1.19,-0.16,0
7,1983,1.19,-0.16,0
7,1983,1.19,-0.16,0
7,1983,1.19,-0.16,0
7,1983,1.19,-0.16,0
7,1983,1.19,-0.16,0
7,1983,1.19,-0.16,0
7,1983,1.19,-0.16,0
7,1983,1.19,-0.16,0
7,1983,1.19,-0.16,0
7,1983,1.19,-0.16,0
7,1983,1.19,-0.16,0
8,1983,1.61,-0.15,0
8,1983,1.61,-0.15,0
8,1983,1.61,-0.15,0
8,1983,1.61,-0.15,0
8,1983,1.61,-0.15,0
8,1983,1.61,-0.15,0
8,1983,1.61,-0.15,0
8,1983,1.61,-0.15,0
8,1983,1.61,-0.15,0
8,1983,1.61,-0.15,0
8,1983,1.61,-0.15,0
8,1983,1.61,-0.15,0
8,1983,1.61,-0.15,0
8,1983,1.61,-0.15,0
8,1983,1.61,-0.15,0
8,1983,1.61,-0.15,0
8,1983,1.61,-0.15,0
8,1983,1.61,-0.15,0
8,1983,1.61,-0.15,0
8,1983,1.61,-0.15,0
8,1983,1.61,-0.15,0
8,1983,1.61,-0.15,0
8,1983,1.61,-0.15,0
8,1983,1.61,-0.15,0
8,1983,1.61,-0.15,0
8,1983,1.61,-0.15,0
8,1983,1.61,-0.15,0
9,1983,-1.12,-0.15,0
9,1983,-1.12,-0.15,0
9,1983,-1.12,-0.15,0
9,1983,-1.12,-0.15,0
9,1983,-1.12,-0.15,0
9,1983,-1.12,-0.15,0
9,1983,-1.12,-0.15,0
9,1983,-1.12,-0.15,0
9,1983,-1.12,-0.15,0
9,1983,-1.12,-0.15,0
9,1983,-1.12,-0.15,0
9,1983,-1.12,-0.15,0
9,1983,-1.12,-0.15,0
9,1983,-1.12,-0.15,0
9,1983,-1.12,-0.15,0
9,1983,-1.12,-0.15,0
9,1983,-1.12,-0.15,0
9,1983,-1.12,-0.15,0
9,1983,-1.12,-0.15,0
9,1983,-1.12,-0.15,0
9,1983,-1.12,-0.15,0
9,1983,-1.12,-0.15,0
9,1983,-1.12,-0.15,0
9,1983,-1.12,-0.15,0
9,1983,-1.12,-0.15,0
9,1983,-1.12,-0.15,0
9,1983,-1.12,-0.15,0
9,1983,-1.12,-0.15,0
9,1983,-1.12,-0.15,0
9,1983,-1.12,-0.15,0
10,1983,0.65,-0.15,0
10,1983,0.65,-0.15,0
10,1983,0.65,-0.15,0
10,1983,0.65,-0.15,0
10,1983,0.65,-0.15,0
10,1983,0.65,-0.15,0
10,1983,0.65,-0.15,0
10,1983,0.65,-0.15,0
10,1983,0.65,-0.15,0
10,1983,0.65,-0.15,0
10,1983,0.65,-0.15,0
10,1983,0.65,-0.15,0
10,1983,0.65,-0.15,0
10,1983,0.65,-0.15,0
10,1983,0.65,-0.15,0
10,1983,0.65,-0.15,0
10,1983,0.65,-0.15,0
10,1983,0.65,-0.15,0
10,1983,0.65,-0.15,0
10,1983,0.65,-0.15,0
10,1983,0.65,-0.15,0
10,1983,0.65,-0.15,0
10,1983,0.65,-0.15,0
10,1983,0.65,-0.15,0
10,1983,0.65,-0.15,0
10,1983,0.65,-0.15,0
10,1983,0.65,-0.15,0
10,1983,0.65,-0.15,0
10,1983,0.65,-0.15,0
10,1983,0.65,-0.15,0
10,1983,0.65,-0.15,0
11,1983,-0.98,-0.15,0
11,1983,-0.98,-0.15,0
11,1983,-0.98,-0.15,0
11,1983,-0.98,-0.15,0
11,1983,-0.98,-0.15,0
11,1983,-0.98,-0.15,0
11,1983,-0.98,-0.15,0
11,1983,-0.98,-0.15,0
11,1983,-0.98,-0.15,0
11,1983,-0.98,-0.15,0
11,1983,-0.98,-0.15,0
11,1983,-0.98,-0.15,0
11,1983,-0.98,-0.15,0
11,1983,-0.98,-0.15,0
11,1983,-0.98,-0.15,0
11,1983,-0.98,-0.15,0
11,1983,-0.98,-0.15,0
11,1983,-0.98,-0.15,0
11,1983,-0.98,-0.15,0
11,1983,-0.98,-0.15,0
11,1983,-0.98,-0.15,0
11,1983,-0.98,-0.15,0
11,1983,-0.98,-0.15,0
11,1983,-0.98,-0.15,0
11,1983,-0.98,-0.15,0
11,1983,-0.98,-0.15,0
11,1983,-0.98,-0.15,0
11,1983,-0.98,-0.15,0
11,1983,-0.98,-0.15,0
11,1983,-0.98,-0.15,0
12,1983,0.29,-0.15,0
12,1983,0.29,-0.15,0
12,1983,0.29,-0.15,0
12,1983,0.29,-0.15,0
12,1983,0.29,-0.15,0
12,1983,0.29,-0.15,0
12,1983,0.29,-0.15,0
12,1983,0.29,-0.15,0
12,1983,0.29,-0.15,0
12,1983,0.29,-0.15,0
12,1983,0.29,-0.15,0
12,1983,0.29,-0.15,0
12,1983,0.29,-0.15,0
12,1983,0.29,-0.15,0
12,1983,0.29,-0.15,0
12,1983,0.29,-0.15,0
12,1983,0.29,-0.15,0
12,1983,0.29,-0.15,0
12,1983,0.29,-0.15,0
12,1983,0.29,-0.15,0
12,1983,0.29,-0.15,0
12,1983,0.29,-0.15,0
12,1983,0.29,-0.15,0
12,1983,0.29,-0.15,0
12,1983,0.29,-0.15,0
12,1983,0.29,-0.15,0
12,1983,0.29,-0.15,0
12,1983,0.29,-0.15,0
12,1983,0.29,-0.15,0
12,1983,0.29,-0.15,0
12,1983,0.29,-0.15,0
1,1984,1.66,-0.15,0
1,1984,1.66,-0.15,0
1,1984,1.66,-0.15,0
1,1984,1.66,-0.15,0
1,1984,1.66,-0.15,0
1,1984,1.66,-0.15,0
1,1984,1.66,-0.15,0
1,1984,1.66,-0.15,0
1,1984,1.66,-0.15,0
1,1984,1.66,-0.15,0
1,1984,1.66,-0.15,0
1,1984,1.66,-0.15,0
1,1984,1.66,-0.15,0
1,1984,1.66,-0.15,0
1,1984,1.66,-0.15,0
1,1984,1.66,-0.15,0
1,1984,1.66,-0.15,0
1,1984,1.66,-0.15,0
1,1984,1.66,-0.15,0
1,1984,1.66,-0.15,0
1,1984,1.66,-0.15,0
1,1984,1.66,-0.15,0
1,1984,1.66,-0.15,0
1,1984,1.66,-0.15,0
1,1984,1.66,-0.15,0
1,1984,1.66,-0.15,0
1,1984,1.66,-0.15,0
1,1984,1.66,-0.15,0
1,1984,1.66,-0.15,0
1,1984,1.66,-0.15,0
1,1984,1.66,-0.15,0
2,1984,0.72,-0.15,0
2,1984,0.72,-0.15,0
2,1984,0.72,-0.15,0
2,1984,0.72,-0.15,0
2,1984,0.72,-0.15,0
2,1984,0.72,-0.15,0
2,1984,0.72,-0.15,0
2,1984,0.72,-0.15,0
2,1984,0.72,-0.15,0
2,1984,0.72,-0.15,0
2,1984,0.72,-0.15,0
2,1984,0.72,-0.15,0
2,1984,0.72,-0.15,0
2,1984,0.72,-0.15,0
2,1984,0.72,-0.15,0
2,1984,0.72,-0.15,0
2,1984,0.72,-0.15,0
2,1984,0.72,-0.15,0
2,1984,0.72,-0.15,0
2,1984,0.72,-0.15,0
2,1984,0.72,-0.15,0
2,1984,0.72,-0.15,0
2,1984,0.72,-0.15,0
2,1984,0.72,-0.15,0
2,1984,0.72,-0.15,0
2,1984,0.72,-0.15,0
2,1984,0.72,-0.15,0
2,1984,0.72,-0.15,0
2,1984,0.72,-0.15,0
3,1984,-0.37,-0.15,0
3,1984,-0.37,-0.15,0
3,1984,-0.37,-0.15,0
3,1984,-0.37,-0.15,0
3,1984,-0.37,-0.15,0
3,1984,-0.37,-0.15,0
3,1984,-0.37,-0.15,0
3,1984,-0.37,-0.15,0
3,1984,-0.37,-0.15,0
3,1984,-0.37,-0.15,0
3,1984,-0.37,-0.15,0
3,1984,-0.37,-0.15,0
3,1984,-0.37,-0.15,0
3,1984,-0.37,-0.15,0
3,1984,-0.37,-0.15,0
3,1984,-0.37,-0.15,0
3,1984,-0.37,-0.15,0
3,1984,-0.37,-0.15,0
3,1984,-0.37,-0.15,0
3,1984,-0.37,-0.15,0
3,1984,-0.37,-0.15,0
3,1984,-0.37,-0.15,0
3,1984,-0.37,-0.15,0
3,1984,-0.37,-0.15,0
3,1984,-0.37,-0.15,0
3,1984,-0.37,-0.15,0
3,1984,-0.37,-0.15,0
3,1984,-0.37,-0.15,0
3,1984,-0.37,-0.15,0
3,1984,-0.37,-0.15,0
3,1984,-0.37,-0.15,0
4,1984,-0.28,-0.15,0
4,1984,-0.28,-0.15,0
4,1984,-0.28,-0.15,0
4,1984,-0.28,-0.15,0
4,1984,-0.28,-0.15,0
4,1984,-0.28,-0.15,0
4,1984,-0.28,-0.15,0
4,1984,-0.28,-0.15,0
4,1984,-0.28,-0.15,0
4,1984,-0.28,-0.15,0
4,1984,-0.28,-0.15,0
4,1984,-0.28,-0.15,0
4,1984,-0.28,-0.15,0
4,1984,-0.28,-0.15,0
4,1984,-0.28,-0.15,0
4,1984,-0.28,-0.15,0
4,1984,-0.28,-0.15,0
4,1984,-0.28,-0.15,0
4,1984,-0.28,-0.15,0
4,1984,-0.28,-0.15,0
4,1984,-0.28,-0.15,0
4,1984,-0.28,-0.15,0
4,1984,-0.28,-0.15,0
4,1984,-0.28,-0.15,0
4,1984,-0.28,-0.15,0
4,1984,-0.28,-0.15,0
4,1984,-0.28,-0.15,0
4,1984,-0.28,-0.15,0
4,1984,-0.28,-0.15,0
4,1984,-0.28,-0.15,0
5,1984,0.54,-0.15,0
5,1984,0.54,-0.15,0
5,1984,0.54,-0.15,0
5,1984,0.54,-0.15,0
5,1984,0.54,-0.15,0
5,1984,0.54,-0.15,0
5,1984,0.54,-0.15,0
5,1984,0.54,-0.15,0
5,1984,0.54,-0.15,0
5,1984,0.54,-0.15,0
5,1984,0.54,-0.15,0
5,1984,0.54,-0.15,0
5,1984,0.54,-0.15,0
5,1984,0.54,-0.15,0
5,1984,0.54,-0.15,0
5,1984,0.54,-0.15,0
5,1984,0.54,-0.15,0
5,1984,0.54,-0.15,0
5,1984,0.54,-0.15,0
5,1984,0.54,-0.15,0
5,1984,0.54,-0.15,0
5,1984,0.54,-0.15,0
5,1984,0.54,-0.15,0
5,1984,0.54,-0.15,0
5,1984,0.54,-0.15,0
5,1984,0.54,-0.15,0
5,1984,0.54,-0.15,0
5,1984,0.54,-0.15,0
5,1984,0.54,-0.15,0
5,1984,0.54,-0.15,0
6,1984,-0.42,-0.15,0
6,1984,-0.42,-0.15,0
6,1984,-0.42,-0.15,0
6,1984,-0.42,-0.15,0
6,1984,-0.42,-0.15,0
6,1984,-0.42,-0.15,0
6,1984,-0.42,-0.15,0
6,1984,-0.42,-0.15,0
6,1984,-0.42,-0.15,0
6,1984,-0.42,-0.15,0
6,1984,-0.42,-0.15,0
6,1984,-0.42,-0.15,0
6,1984,-0.42,-0.15,0
6,1984,-0.42,-0.15,0
6,1984,-0.42,-0.15,0
6,1984,-0.42,-0.15,0
6,1984,-0.42,-0.15,0
6,1984,-0.42,-0.15,0
6,1984,-0.42,-0.15,0
6,1984,-0.42,-0.15,0
6,1984,-0.42,-0.15,0
6,1984,-0.42,-0.15,0
6,1984,-0.42,-0.15,0
6,1984,-0.42,-0.15,0
6,1984,-0.42,-0.15,0
6,1984,-0.42,-0.15,0
6,1984,-0.42,-0.15,0
6,1984,-0.42,-0.15,0
6,1984,-0.42,-0.15,0
6,1984,-0.42,-0.15,0
7,1984,-0.07,-0.15,0
7,1984,-0.07,-0.15,0
7,1984,-0.07,-0.15,0
7,1984,-0.07,-0.15,0
7,1984,-0.07,-0.15,0
7,1984,-0.07,-0.15,0
7,1984,-0.07,-0.15,0
7,1984,-0.07,-0.15,0
7,1984,-0.07,-0.15,0
7,1984,-0.07,-0.15,0
7,1984,-0.07,-0.15,0
7,1984,-0.07,-0.15,0
7,1984,-0.07,-0.15,0
7,1984,-0.07,-0.15,0
7,1984,-0.07,-0.15,0
7,1984,-0.07,-0.15,0
7,1984,-0.07,-0.15,0
7,1984,-0.07,-0.15,0
7,1984,-0.07,-0.15,0
7,1984,-0.07,-0.15,0
7,1984,-0.07,-0.15,0
7,1984,-0.07,-0.15,0
7,1984,-0.07,-0.15,0
7,1984,-0.07,-0.15,0
7,1984,-0.07,-0.15,0
7,1984,-0.07,-0.15,0
7,1984,-0.07,-0.15,0
7,1984,-0.07,-0.15,0
7,1984,-0.07,-0.15,0
7,1984,-0.07,-0.15,0
7,1984,-0.07,-0.15,0
8,1984,1.15,-0.15,0
8,1984,1.15,-0.15,0
8,1984,1.15,-0.15,0
8,1984,1.15,-0.15,0
8,1984,1.15,-0.15,0
8,1984,1.15,-0.15,0
8,1984,1.15,-0.15,0
8,1984,1.15,-0.15,0
8,1984,1.15,-0.15,0
8,1984,1.15,-0.15,0
8,1984,1.15,-0.15,0
8,1984,1.15,-0.15,0
8,1984,1.15,-0.15,0
8,1984,1.15,-0.15,0
8,1984,1.15,-0.15,0
8,1984,1.15,-0.15,0
8,1984,1.15,-0.15,0
8,1984,1.15,-0.15,0
8,1984,1.15,-0.15,0
8,1984,1.15,-0.15,0
8,1984,1.15,-0.15,0
8,1984,1.15,-0.15,0
8,1984,1.15,-0.15,0
8,1984,1.15,-0.15,0
8,1984,1.15,-0.15,0
8,1984,1.15,-0.15,0
8,1984,1.15,-0.15,0
8,1984,1.15,-0.15,0
8,1984,1.15,-0.15,0
8,1984,1.15,-0.15,0
9,1984,0.17,-0.15,0
9,1984,0.17,-0.15,0
9,1984,0.17,-0.15,0
9,1984,0.17,-0.15,0
9,1984,0.17,-0.15,0
9,1984,0.17,-0.15,0
9,1984,0.17,-0.15,0
9,1984,0.17,-0.15,0
9,1984,0.17,-0.15,0
9,1984,0.17,-0.15,0
9,1984,0.17,-0.15,0
9,1984,0.17,-0.15,0
9,1984,0.17,-0.15,0
9,1984,0.17,-0.15,0
9,1984,0.17,-0.15,0
9,1984,0.17,-0.15,0
9,1984,0.17,-0.15,0
9,1984,0.17,-0.15,0
9,1984,0.17,-0.15,0
9,1984,0.17,-0.15,0
9,1984,0.17,-0.15,0
9,1984,0.17,-0.15,0
9,1984,0.17,-0.15,0
9,1984,0.17,-0.15,0
9,1984,0.17,-0.15,0
9,1984,0.17,-0.15,0
9,1984,0.17,-0.15,0
9,1984,0.17,-0.15,0
9,1984,0.17,-0.15,0
9,1984,0.17,-0.15,0
10,1984,-0.07,-0.15,0
10,1984,-0.07,-0.15,0
10,1984,-0.07,-0.15,0
10,1984,-0.07,-0.15,0
10,1984,-0.07,-0.15,0
10,1984,-0.07,-0.15,0
10,1984,-0.07,-0.15,0
10,1984,-0.07,-0.15,0
10,1984,-0.07,-0.15,0
10,1984,-0.07,-0.15,0
10,1984,-0.07,-0.15,0
10,1984,-0.07,-0.15,0
10,1984,-0.07,-0.15,0
10,1984,-0.07,-0.15,0
10,1984,-0.07,-0.15,0
10,1984,-0.07,-0.15,0
10,1984,-0.07,-0.15,0
10,1984,-0.07,-0.15,0
10,1984,-0.07,-0.15,0
10,1984,-0.07,-0.15,0
10,1984,-0.07,-0.15,0
10,1984,-0.07,-0.15,0
10,1984,-0.07,-0.15,0
10,1984,-0.07,-0.15,0
10,1984,-0.07,-0.15,0
10,1984,-0.07,-0.15,0
10,1984,-0.07,-0.15,0
10,1984,-0.07,-0.15,0
10,1984,-0.07,-0.15,0
10,1984,-0.07,-0.15,0
10,1984,-0.07,-0.15,0
11,1984,-0.06,-0.15,0
11,1984,-0.06,-0.15,0
11,1984,-0.06,-0.15,0
11,1984,-0.06,-0.15,0
11,1984,-0.06,-0.15,0
11,1984,-0.06,-0.15,0
11,1984,-0.06,-0.15,0
11,1984,-0.06,-0.15,0
11,1984,-0.06,-0.15,0
11,1984,-0.06,-0.15,0
11,1984,-0.06,-0.15,0
11,1984,-0.06,-0.15,0
11,1984,-0.06,-0.15,0
11,1984,-0.06,-0.15,0
11,1984,-0.06,-0.15,0
11,1984,-0.06,-0.15,0
11,1984,-0.06,-0.15,0
11,1984,-0.06,-0.15,0
11,1984,-0.06,-0.15,0
11,1984,-0.06,-0.15,0
11,1984,-0.06,-0.15,0
11,1984,-0.06,-0.15,0
11,1984,-0.06,-0.15,0
11,1984,-0.06,-0.15,0
11,1984,-0.06,-0.15,0
11,1984,-0.06,-0.15,0
11,1984,-0.06,-0.15,0
11,1984,-0.06,-0.15,0
11,1984,-0.06,-0.15,0
